,Topic,Count,Name,Representation,Representative_Docs
437,436,15,436_workers_labor_wage_35fvenwsup,"['workers', 'labor', 'wage', '35fvenwsup', 'gngbqsuccu', '3mnwipkdhx', 'amerikans', 'regioni', 'commsunited', 'vhbksb2vyr']","['Now more than ever, workers need a real ally leading the Department of Labor (@USDOL). Write to your Senator and te… https://t.co/SpQ7ydcNqU', 'Worker solidarity is *checks notes* a neoliberal plot and lowballing fellow workers is *checks again* true leftism.… https://t.co/eVzpMKVVy8', 'Calling all social workers! #nasw #naswca #regioni #macro #advocacy #unity #publicsafetyreform https://t.co/dXE58qo5BR']"
438,437,15,437_portlandoregon_smallstreamer_twitchstreamer_smallstreamercommunity,"['portlandoregon', 'smallstreamer', 'twitchstreamer', 'smallstreamercommunity', 'fitness', 'streaming', 'logic', 'streamers', 'twitch', 'inlpcsweww']","['#twitch\n#smallstreamer \n#blacklivesmatter \n#portlandoregon \n#fitness \n#smallstreamercommunity\n#logic… https://t.co/TgQhMZ0iDo', '#twitchstreamer \n#smallstreamer \n#blacklivesmatter \n#portlandoregon \n#fitness \n#smallstreamercommunity\n#logic… https://t.co/inlPcSWeWw', '#twitchstreamer \n#smallstreamer \n#blacklivesmatter \n#portlandoregon \n#fitness \n#smallstreamercommunity\n#logic… https://t.co/C5TpsaKYEq']"
439,438,15,438_election_0jghvx91j2_3bx54jbmbr_kah637,"['election', '0jghvx91j2', '3bx54jbmbr', 'kah637', 'gwuqsiigwi', 'dbi4fuewiz', 'état', 'vulnerabl', 'justice', 'voter']","['@kah637 @fras99 It\'s never been more transparent how the Republicans think of us ""We the People "". If justice is ig… https://t.co/GwUQSIIgWi', 'America 😁🇺🇸After the failed coup d’état  I want to see equal justice for these White right wing radicalized extremi… https://t.co/3bx54JBmBr', '@mdnij34 No. Even if the first were predicated on the second. Democracy, the rule of law, justice for the vulnerabl… https://t.co/0JghvX91J2']"
440,439,15,439_floyd_george_memorial_ryu1io5pas,"['floyd', 'george', 'memorial', 'ryu1io5pas', 'rhkalfuoyb', 'a5qrs69zsb', '28ynmd9uvs', '7ndtdabne3', '9qti3cbhuu', 'v2hrcanal0']","['🚨 George Floyd Memorial and protest for equality underway now in Hollywood - Sunset and Laurel @CBSLA https://t.co/rhkAlfuOYB', 'Memorial on June 4 for George Floyd and protest for Black Lives Matter in my North Hollywood neighborhood. People p… https://t.co/h3a7F2LlVY', 'George Floyd rioters deface 16 Boston statues, including memorial honoring black Civil War regiment  https://t.co/RYU1Io5pAs']"
441,440,15,440_jersey_ltg_sixers_jerseys,"['jersey', 'ltg', 'sixers', 'jerseys', 'uniforms', 'z6xxiilnoi', 'devcuzesws', 'j7x9tvf82y', 'iayff8qsre', 'holdenfocus']","[""https://t.co/NnI93AIRpP\n\nThe Sixers aren't bringing back their 2000-01 black uniforms, but Allen Iverson is a fan o… https://t.co/WUZmu6ayp8"", 'This new Sixers black jersey is floating around on 76ers FB groups tonight. Think it’s legit? Dig it? 🤔 I recorded… https://t.co/ACuWg7cu4Y', 'Bring back the black jersey. Idk what happened this year']"
442,441,15,441_movement_cks_blm_ignorant,"['movement', 'cks', 'blm', 'ignorant', 'whats', '1ngoibgk41', 'eh8iiktnld', 'pgphmq7rrv', 'adoisniy45', 'ypdpeu4gwv']","['@Benny_Switch @LeciaMichelle11 None of us are perfect, but to be a good ally to the BLM movement, we must keep lear… https://t.co/LpZWggOoEU', 'Whats the purpose of the BLM movement if ignorant people just f*cks everything up? People came clean to protest for… https://t.co/SrSDkafK0S', 'Whats the purpose of the BLM movement if ignorant people just f*cks everything up? People came clean to protest jus… https://t.co/PGPHMq7RrV']"
443,442,15,442_tax_taxes_taxation_paying,"['tax', 'taxes', 'taxation', 'paying', '4yirmnbub7', 'w35d0s8yca', '899tugxbhb', '8yujtvlitw', '90k', '5heqvcncre']","['No taxation without representation, black women. Congratulations! You and your families can skip paying taxes until… https://t.co/899tuGxBHb', ""@RealOmarNavarro property tax after five years. it's a slave tax"", ""They're paying I'm scared of black people facts tax""]"
444,443,15,443_valley_northridge_zfaf8yczcv_iuyezrzgej,"['valley', 'northridge', 'zfaf8yczcv', 'iuyezrzgej', 'invlanzkux', 'qsibgps06b', 'd6d5m3ckdf', 'bynnf7boeo', 'uqmitcqsqf', 'van']","['whoever makes a protest in the valley is on some dumb shit', 'Are there any protests happening tomorrow in the valley??', 'so who’s going to start a protest in the valley']"
445,444,15,444_vs_13goths_hpocvwf7za_jmann019,"['vs', '13goths', 'hpocvwf7za', 'jmann019', '6bpdpcmj47', 'z71mtnaysg', 'chantzafia', 'dhtqrmyvzk', 'drodian', 'xmur6epyuk']","['@Frost13Jacques I do get it. I understand this isn’t about white vs black it’s all of us vs racism. I know the stru… https://t.co/dhtqrmYVzK', '@madhatterlul @NioFidler @HillKandace @13goths @JMann019 @AfroSenju The non black side is racist af.', '@EmilyBakosi @ChantzAfia Basically how white folx view UK Blacks vs. Black Americans based on how we sound. Those w… https://t.co/hPOcvwf7za']"
446,445,15,445_math_population_whites_populations,"['math', 'population', 'whites', 'populations', '13', '55', 'mostly', 'million', '15nlsdsosk', 'waterdog46']","['@LeonydusJohnson Your math is wrong. You have to look at the percentage of blacks to whites in the populations. For… https://t.co/pLUSOOz2w7', '@dmadhooligan @ChrisCuomo Obviously you don’t math, but white people are 61% of the population and black people are… https://t.co/9TPnzXHWYo', '@lolly7777 @ProjectLincoln @POTUS @GStephanopoulos 60% white population\n13.4% black population\n\nYou do the math!\n\nW… https://t.co/icoha9Riu7']"
447,446,15,446_increase_funding_budget_budgets,"['increase', 'funding', 'budget', 'budgets', 'cernovich', 'million', 'gn05yqw8iy', 'luisdevega', 'wpezg9hmdc', 'ajzjiv57p5']","[""@WCCO That looks too nice to be an anarchist, and biden isn't aligned with BLM, matter of fact he wants to increase the police budgets."", 'Now @JoeBiden saying he wants to increase police funding?!', '@davidaxelrod @JoeBiden His plan is to increase police funding, he praised the Capitol Hill police, and he slurred… https://t.co/WPeZG9hMdc']"
448,447,15,447_bye_1deepbeezybonds_vtec_day1_cptbaby,"['bye', '1deepbeezybonds', 'vtec', 'day1_cptbaby', 'obg7fvptiu', 'brandwith2ee', 'ski6mafia', 'solaresmaxx', 'cvt', '_alviemarie']","['@1DeepBeezyBonds Lmaoooo nigga bye', '@septemberweez Bye nigga', '@brandwith2ee Lmao niggas see results and want in 😂 mmmmm BYE']"
449,448,15,448_hollywood_buses_headed_detainee,"['hollywood', 'buses', 'headed', 'detainee', 'burnouts', 'inmr0hwpnn', 'jq0smxl3ei', 'dvzdopdczg', '8zlelk82zb', 'xvstneapy5']","['Detainee police Buses have been deployed in Hollywood seek shelter theyre rounding people up', 'Approximately 30 police cars headed to Hollywood #blackoutday #Hollywood #LosAngelesProtests #GeorgeFloydprotest… https://t.co/8zLelk82zb', 'Detention buses and police head up Gower in Hollywood preparing  for a busy night.  #cbsla #kcal9 @ Hollywood https://t.co/rkeYztwzv8']"
450,449,15,449_garcetti_mayor_eric_4c7wtokqmc,"['garcetti', 'mayor', 'eric', '4c7wtokqmc', 'f1atilh82q', 'cc0orxuqyq', 'jerryboese', 'documeting', 've7t6mghoi', 'bezbhz7rep']","['@samtotheg Damn I thought we were taking a note from the protests at Mayor Garcetti’s house but I’m still down 😂🙌🏻', 'Just arrived to Mayor of LA Eric Garcetti’s house, officer is asking protesters who showed up to protest against th… https://t.co/CC0orXuQYQ', 'Mayor Garcetti trying to FIX his budget after he saw the protesters at his house  #blacklivesmatter #DefundThePolice']"
451,450,15,450_vanessa_liltop700_yhhqdvfp5c_basseyworld,"['vanessa', 'liltop700', 'yhhqdvfp5c', 'basseyworld', '1hrjh4tqoh', 'zvoqxb5bzo', 'blackliketea', 'canuck2proud', 'fdtzxgsfww', 'xzeuc3f6cc']","['@blackliketea @TexyLefty @Basseyworld It is the truth. She is tough on crime during mass protest against the carceral state', '@SamtheObserver @Tina198337 @tadhvaith @KamalaHarris Because she was l the head of the criminal justice system in t… https://t.co/InyATbaQB4', '#JournalismIsNotACrime: I #StandWithAndrea, on trial 3/8 for doing her job covering protests in Des Moines after th… https://t.co/1hrjh4TqoH']"
452,451,15,451_buffalo_pushed_elder_0wjgr1ezcl,"['buffalo', 'pushed', 'elder', '0wjgr1ezcl', 'dantheman829', '0wlpfhoixe', 'billyfi23145116', 'yadj3lxpzd', '5frrjcehti', 'beinglarrydavid']","['I whole that elder man that got pushed in Buffalo sues the police for an outrageous amount of money.', 'We saw Buffalo police shove over an old man. \n\nWe saw blood come from his skull. \n\nWe saw the Buffalo police office… https://t.co/c1JuQdk9HP', 'We all saw what Buffalo police did!']"
453,452,15,452_jailbaitgirl_collegeteen_masturbating_jailbateteens,"['jailbaitgirl', 'collegeteen', 'masturbating', 'jailbateteens', 'jailbaitpic', 'nsfw', 'onlyfans', 'head', 'lesbian', 'horny']","['Hey:)) \n#lesbian #collegeteen #head #ass #onlyfans #masturbating #jailbaitgirl #jailbateteens #jailbaitpic #nsfw… https://t.co/vefUF6z2Y3', ':))\n#lesbian #collegeteen #head #ass #onlyfans #masturbating #jailbaitgirl #jailbateteens #jailbaitpic #nsfw #horny… https://t.co/Lhiw8h3yBn', '😇♑️\n#lesbian #collegeteen #head #ass #onlyfans #masturbating #jailbaitgirl #jailbateteens #jailbaitpic #nsfw #horny… https://t.co/QClXgYSQbL']"
454,453,15,453_marxist_socialism_communist_1a1xmmchju,"['marxist', 'socialism', 'communist', '1a1xmmchju', 'fuckwady', '5gavtpqyhc', 'archybin', '7kpi2wui7h', 'amqyskgadj', 'zojiafz9aq']","['@CarryOn96 @ArchyBin @verbastardy I think people questioning rhetoric that is almost exclusive used as a  Marxist d… https://t.co/fPyTlZGiQT', '@brucewayne5687 Yep. Zero tolerance for Marxist communist progressive statist snowflakey fuckwady sissy ass shit fo… https://t.co/kGDrSD6s3E', '#Agenda21 #MarxistBLM #Marxist #Communist #AOC #Antifas #aliens  #cultralmarxism #FoxNews https://t.co/ON5mZZReBg']"
455,454,15,454_nerves_79sj98zgfu_nyquil_dejuan,"['nerves', '79sj98zgfu', 'nyquil', 'dejuan', 'yvngty_1', 'redrum', '_dmo100', 'jameson', 'moods', 'rifle']","['this nigga really gettin on my nerves', 'this nigga get on my nerves fr', 'I said no 3 times this nigga get on my damn nerves']"
456,455,15,455_republican_gop_party_legislate,"['republican', 'gop', 'party', 'legislate', 'republicans', 'jy9izoxwgp', '9skeqaa3kl', 'thirds', 'joaxiqgcsg', 'unoexegz5t']","['@PeterHamby Apparently the moderate approach involved valuing crossover Republican votes more than black or Latino… https://t.co/jY9izoXWgp', 'Republican politicians and supporters of the Republican Party support RACISM, White supremacists, police brutality… https://t.co/CEfORM7OmT', '@PalmerReport Why do GOP legislate HATE!\n\nLETS finally END bigotry and legislate equality for everybody.  \n\nWe are… https://t.co/unoeXeGZ5t']"
457,456,15,456_straight_iiighhht_bbyy3qkjlj_dvaqo33cra,"['straight', 'iiighhht', 'bbyy3qkjlj', 'dvaqo33cra', 'retort', 'pz97jycshk', 'guapdad', 'bulb', 'blueface', 'reppin']","['Hope my nigga been straight 💯', 'That’s how y’all straight niggas be 😂', 'you niggas be straight 🍗💩 . 😂🚮']"
458,457,15,457_minimum_exctly_stephaniexiv_satan_spice,"['minimum', 'exctly', 'stephaniexiv', 'satan_spice', 'shitted', 'prods', 'eminem', 'these', 'none', 'fuck']","['I don’t fuck wit none of these weird ass prods lmao niggas be on my dick and don’t even follow me 🤣🤣', 'I ain’t even insult the IE niggas but these niggas can’t read and extra af. I’m not going back and forth with no grown men on Twitter next 😂', '@StephanieXIV ExCtly why I don’t go for them fuck niggas']"
459,458,15,458_atheists_atheistrepublic_atheist_trinity,"['atheists', 'atheistrepublic', 'atheist', 'trinity', 'binary', '0ghzfod5xl', 'uribecrew', 'omnipot', 'susanadurand3', 'pathologically']","['#CoronaVirusFromMinorChastisement\n""I announce to the atheists in china and criminal leaders of humans of their ilk… https://t.co/YeckoTbVCI', '@UribeCrew @carlosrepo @susanadurand3 @Atheism87257668 @marily1219 @Pildorasdefe @Pontifex_es @hariel213 Que bi es… https://t.co/45xHSaJQQ6', 'k like srry for always thinking in binaries I was raised by atheists. the biggest binary was life and death now I k… https://t.co/6USFWHdLj8']"
460,459,15,459_symptoms_covid_19_tested,"['symptoms', 'covid', '19', 'tested', 'neg', 'zbosifefds', 'rorymerrittmd', 'korww6uqjd', 'wh3qvojwtg', 'uvulitis']","['I called it! Literally 2 days later I started experiencing symptoms &amp; had to get tested yesterday (came back neg so… https://t.co/Z2DMSO7BrJ', 'has any black ppl had symptoms of Covid-19 that tested positive?', 'Tested for Covid today after being in quarantine for 12 days. No symptoms still. Hopefully neg results. Nasal swab… https://t.co/xqm0nLNhXW']"
461,460,15,460_coffee_iced_tea_5crsupgnpw,"['coffee', 'iced', 'tea', '5crsupgnpw', 'blackfridaysale', 'gz2vz3ieci', 'skippyqsb', 'paulehx_', 'eart', 'nkzr2g8rm1']","['my coworker surprised me iced coffee this morning but just put a cup of black coffee in the freezer.. bless him &amp; my stomach', 'in need of a black ice coffee 😩', 'black coffee']"
462,461,15,461_forces_lvpihea8yj_karaaaa_____plkjpcnhgt,"['forces', 'lvpihea8yj', 'karaaaa____', 'plkjpcnhgt', 'devanthoward', 'winterfell', 'comms', 'rc1dljilbw', 'midasyann', 'globalzaay']","['@globalzaay @karaaaa____ *mid black forces. niggas who wear high black forces don’t do no typa fightin', 'Cant trust a nigga in black forces', 'The only thing stronger than black air forces is no forces']"
463,462,15,462_ignorant_ignorance_craigsj_awareness,"['ignorant', 'ignorance', 'craigsj', 'awareness', 'ankhlejohn', 'witcho', 'uninformed', 'lordy', 'harlem', 'monopoly']","['I hate you niggas fr \nThis was so ignorant', 'Damn niggas is really ignorant out here', 'This nigga so ignorant 😂😂😂😂😂😂']"
464,463,15,463_baa_song_kodak_gdpnso54e7,"['baa', 'song', 'kodak', 'gdpnso54e7', 'bafoonery', 'fucccccckkk', 'dinkdinkstan', 'lyricasilvan', 'therealfstl1992', 'tommyohmusic']","['@throwback_mr What the fucccccckkk I have this song favorited on my spotify and I swore it was sung by a black man my mind is blown.', 'Baa baa black sheep ass song.', 'My daughter stays singing “baa baa black sheep” lmao']"
465,464,15,464_ptsd_ptsa_membership_7awqmmvs66,"['ptsd', 'ptsa', 'membership', '7awqmmvs66', 'kwamenikon', 'e8nt2kyxzd', 'codeofvets', 'u2jak0xehi', 'h3hhtymytj', 'vprijxf7fa']","['I got PTSD we had to jump a nigga acting all Gumbo and shit', 'I have anxiety and PTSD 😦 that no one knows about... well now niggas know lol', 'PTSD is real my niggas let’s heal my niggas']"
466,465,15,465_omar_umar_omarion_dr,"['omar', 'umar', 'omarion', 'dr', '04exparp8b', 'ufzrqca5o2', 'k2eu2g3nhl', 'likened', 'ghl8reexsf', 'gxpvj8xcfm']","['I’m sorry man. Umar is my nigga', 'Wow niggas really tryna Dr. Umar me smh.', 'That nigga said Omar let me tell you something go home and get the gun lol']"
467,466,15,466_raw_unt_fuck_1kkobcppzz,"['raw', 'unt', 'fuck', '1kkobcppzz', 'yhw55rfcsv', 'workd', 'egw6wgb25g', 'pregnan', 'cbii71ti4z', 'intelligen']","['Niggas really be wanting you to fuck them raw. 🥴 like nigga you don’t know me from no where. 🤦🏾\u200d♂️', 'fuck w a nigga raw', 'but fr niggas need to know i don’t fuck raw cause i’m tired of y’all asking . ion care how much money you offer . I DON’T FUCK RAW .']"
468,467,15,467_slave_money_wage_brok,"['slave', 'money', 'wage', 'brok', 'value', 'gambling', 'stocks', 'estate', 'alternative', '35']","['Define ""more money."" And please don\'t say ""$15hr."" Or ""living wage."" Those are just slightly higher-level slave wag… https://t.co/qEPHeWBswp', 'The alternative is to be a wage slave while gambling on stocks/real estate and pay 35%+ of your time/labor for brok… https://t.co/bf8SwMPeZK', 'The alternative is to be a wage slave while gambling on stocks/real estate and pay 35%+ of your time/labor for brok… https://t.co/26XxMC5YmI']"
469,468,15,468_unbothered_400yearapology_nohrnjr1jp_6znlyhjafd,"['unbothered', '400yearapology', 'nohrnjr1jp', '6znlyhjafd', 'bc8wcli1j7', 'yq677mgaow', 'diemad', 'yallaresnowflakes', 'kaleekreider', 'm0trztokrl']","['@IBJIYONGI Does it even matter if they are? What else is #rogergoodell doing to help black lives right now????? Bec… https://t.co/yQ677MGaOw', '@kaleekreider @RepMarciaFudge Indeed, and I grasp Clyburn’s concern here about black farmers. I raised a similar on… https://t.co/MjanKBDc0h', 'Black Lives Matter, get over it. #DieMad #blm #BlackTransLivesMatter #yallaresnowflakes #staytriggered #fucktrump https://t.co/M0TrztOKrl']"
470,469,15,469_studio_studios_risking_xse0pplhxu,"['studio', 'studios', 'risking', 'xse0pplhxu', 'suck', 'jordans', 'hopefully', '219', 'closes', 'thoroughly']","['Not asia throwing up at the studio', 'Anytime my niggas says we won’t be at the studio late, guess where we end up.... the studio late 🤦🏽\u200d♀️', 'Niggas be in the studio wit niggas not doing a got damn thing']"
